i,qa,qs,qn,x,n,expected_rho,subset_qa_qs_qn_x_n,replicate_id,successes,observed_rho
260,0.3454,0.2894,0.3652,0.0076,6941,0.3476,S260_0.3454_0.2894_0.3652_0.0076_6941,R4,2473,0.3563
260,0.3454,0.2894,0.3652,0.0076,6941,0.3476,S260_0.3454_0.2894_0.3652_0.0076_6941,R5,2461,0.3546
261,0.3762,0.3945,0.2293,0.404,1336,0.5356,S261_0.3762_0.3945_0.2293_0.404_1336,R1,690,0.5165
261,0.3762,0.3945,0.2293,0.404,1336,0.5356,S261_0.3762_0.3945_0.2293_0.404_1336,R2,715,0.5352
261,0.3762,0.3945,0.2293,0.404,1336,0.5356,S261_0.3762_0.3945_0.2293_0.404_1336,R3,696,0.521
261,0.3762,0.3945,0.2293,0.404,1336,0.5356,S261_0.3762_0.3945_0.2293_0.404_1336,R4,708,0.5299
261,0.3762,0.3945,0.2293,0.404,1336,0.5356,S261_0.3762_0.3945_0.2293_0.404_1336,R5,698,0.5225
262,0.0742,0.7816,0.1442,0.8468,8039,0.7361,S262_0.0742_0.7816_0.1442_0.8468_8039,R1,5930,0.7377
262,0.0742,0.7816,0.1442,0.8468,8039,0.7361,S262_0.0742_0.7816_0.1442_0.8468_8039,R2,5908,0.7349
262,0.0742,0.7816,0.1442,0.8468,8039,0.7361,S262_0.0742_0.7816_0.1442_0.8468_8039,R3,5885,0.7321
262,0.0742,0.7816,0.1442,0.8468,8039,0.7361,S262_0.0742_0.7816_0.1442_0.8468_8039,R4,5915,0.7358
262,0.0742,0.7816,0.1442,0.8468,8039,0.7361,S262_0.0742_0.7816_0.1442_0.8468_8039,R5,5934,0.7382
263,0.2218,0.4813,0.2969,0.37510000000000004,5928,0.4023,S263_0.2218_0.4813_0.2969_0.3751_5928,R1,2341,0.3949
263,0.2218,0.4813,0.2969,0.37510000000000004,5928,0.4023,S263_0.2218_0.4813_0.2969_0.3751_5928,R2,2385,0.4023
263,0.2218,0.4813,0.2969,0.37510000000000004,5928,0.4023,S263_0.2218_0.4813_0.2969_0.3751_5928,R3,2366,0.3991
263,0.2218,0.4813,0.2969,0.37510000000000004,5928,0.4023,S263_0.2218_0.4813_0.2969_0.3751_5928,R4,2385,0.4023
263,0.2218,0.4813,0.2969,0.37510000000000004,5928,0.4023,S263_0.2218_0.4813_0.2969_0.3751_5928,R5,2414,0.4072
264,0.0534,0.6546,0.292,0.8418,4931,0.6044,S264_0.0534_0.6546_0.292_0.8418_4931,R1,2906,0.5893
264,0.0534,0.6546,0.292,0.8418,4931,0.6044,S264_0.0534_0.6546_0.292_0.8418_4931,R2,2919,0.592
264,0.0534,0.6546,0.292,0.8418,4931,0.6044,S264_0.0534_0.6546_0.292_0.8418_4931,R3,2904,0.5889
264,0.0534,0.6546,0.292,0.8418,4931,0.6044,S264_0.0534_0.6546_0.292_0.8418_4931,R4,2922,0.5926
264,0.0534,0.6546,0.292,0.8418,4931,0.6044,S264_0.0534_0.6546_0.292_0.8418_4931,R5,2913,0.5908
265,0.5211,0.0165,0.4624,0.3997,1702,0.5277,S265_0.5211_0.0165_0.4624_0.3997_1702,R1,875,0.5141
265,0.5211,0.0165,0.4624,0.3997,1702,0.5277,S265_0.5211_0.0165_0.4624_0.3997_1702,R2,877,0.5153
265,0.5211,0.0165,0.4624,0.3997,1702,0.5277,S265_0.5211_0.0165_0.4624_0.3997_1702,R3,875,0.5141
265,0.5211,0.0165,0.4624,0.3997,1702,0.5277,S265_0.5211_0.0165_0.4624_0.3997_1702,R4,875,0.5141
265,0.5211,0.0165,0.4624,0.3997,1702,0.5277,S265_0.5211_0.0165_0.4624_0.3997_1702,R5,882,0.5182
266,0.3364,0.486,0.1776,0.7345,8511,0.6934,S266_0.3364_0.486_0.1776_0.7345_8511,R1,5949,0.699
266,0.3364,0.486,0.1776,0.7345,8511,0.6934,S266_0.3364_0.486_0.1776_0.7345_8511,R2,5922,0.6958
266,0.3364,0.486,0.1776,0.7345,8511,0.6934,S266_0.3364_0.486_0.1776_0.7345_8511,R3,5947,0.6987
266,0.3364,0.486,0.1776,0.7345,8511,0.6934,S266_0.3364_0.486_0.1776_0.7345_8511,R4,5893,0.6924
266,0.3364,0.486,0.1776,0.7345,8511,0.6934,S266_0.3364_0.486_0.1776_0.7345_8511,R5,5916,0.6951
267,0.4399,0.0749,0.4852,0.7386,5773,0.4952,S267_0.4399_0.0749_0.4852_0.7386_5773,R1,2918,0.5055
267,0.4399,0.0749,0.4852,0.7386,5773,0.4952,S267_0.4399_0.0749_0.4852_0.7386_5773,R2,2910,0.5041
267,0.4399,0.0749,0.4852,0.7386,5773,0.4952,S267_0.4399_0.0749_0.4852_0.7386_5773,R3,2915,0.5049
267,0.4399,0.0749,0.4852,0.7386,5773,0.4952,S267_0.4399_0.0749_0.4852_0.7386_5773,R4,2899,0.5022
267,0.4399,0.0749,0.4852,0.7386,5773,0.4952,S267_0.4399_0.0749_0.4852_0.7386_5773,R5,2912,0.5044
268,0.5539,0.1184,0.3277,0.3264,9505,0.5925,S268_0.5539_0.1184_0.3277_0.3264_9505,R1,5740,0.6039
268,0.5539,0.1184,0.3277,0.3264,9505,0.5925,S268_0.5539_0.1184_0.3277_0.3264_9505,R2,5733,0.6032
268,0.5539,0.1184,0.3277,0.3264,9505,0.5925,S268_0.5539_0.1184_0.3277_0.3264_9505,R3,5748,0.6047
268,0.5539,0.1184,0.3277,0.3264,9505,0.5925,S268_0.5539_0.1184_0.3277_0.3264_9505,R4,5735,0.6034
268,0.5539,0.1184,0.3277,0.3264,9505,0.5925,S268_0.5539_0.1184_0.3277_0.3264_9505,R5,5706,0.6003
269,0.4344,0.1334,0.4322,0.7942,3289,0.5403,S269_0.4344_0.1334_0.4322_0.7942_3289,R1,1792,0.5448
269,0.4344,0.1334,0.4322,0.7942,3289,0.5403,S269_0.4344_0.1334_0.4322_0.7942_3289,R2,1782,0.5418
269,0.4344,0.1334,0.4322,0.7942,3289,0.5403,S269_0.4344_0.1334_0.4322_0.7942_3289,R3,1789,0.5439
269,0.4344,0.1334,0.4322,0.7942,3289,0.5403,S269_0.4344_0.1334_0.4322_0.7942_3289,R4,1792,0.5448
269,0.4344,0.1334,0.4322,0.7942,3289,0.5403,S269_0.4344_0.1334_0.4322_0.7942_3289,R5,1785,0.5427
270,0.2223,0.2788,0.4988,0.811,7836,0.4484,S270_0.2223_0.2788_0.4988_0.811_7836,R1,3542,0.452
270,0.2223,0.2788,0.4988,0.811,7836,0.4484,S270_0.2223_0.2788_0.4988_0.811_7836,R2,3515,0.4486
270,0.2223,0.2788,0.4988,0.811,7836,0.4484,S270_0.2223_0.2788_0.4988_0.811_7836,R3,3499,0.4465
270,0.2223,0.2788,0.4988,0.811,7836,0.4484,S270_0.2223_0.2788_0.4988_0.811_7836,R4,3519,0.4491
270,0.2223,0.2788,0.4988,0.811,7836,0.4484,S270_0.2223_0.2788_0.4988_0.811_7836,R5,3489,0.4453
271,0.1007,0.5832,0.3161,0.9903000000000001,5122,0.6782,S271_0.1007_0.5832_0.3161_0.9903_5122,R1,3438,0.6712
271,0.1007,0.5832,0.3161,0.9903000000000001,5122,0.6782,S271_0.1007_0.5832_0.3161_0.9903_5122,R2,3436,0.6708
271,0.1007,0.5832,0.3161,0.9903000000000001,5122,0.6782,S271_0.1007_0.5832_0.3161_0.9903_5122,R3,3441,0.6718
271,0.1007,0.5832,0.3161,0.9903000000000001,5122,0.6782,S271_0.1007_0.5832_0.3161_0.9903_5122,R4,3436,0.6708
271,0.1007,0.5832,0.3161,0.9903000000000001,5122,0.6782,S271_0.1007_0.5832_0.3161_0.9903_5122,R5,3447,0.673
272,0.3114,0.3765,0.3121,0.8674000000000001,9052,0.638,S272_0.3114_0.3765_0.3121_0.8674_9052,R1,5780,0.6385
272,0.3114,0.3765,0.3121,0.8674000000000001,9052,0.638,S272_0.3114_0.3765_0.3121_0.8674_9052,R2,5762,0.6365
272,0.3114,0.3765,0.3121,0.8674000000000001,9052,0.638,S272_0.3114_0.3765_0.3121_0.8674_9052,R3,5766,0.637
272,0.3114,0.3765,0.3121,0.8674000000000001,9052,0.638,S272_0.3114_0.3765_0.3121_0.8674_9052,R4,5764,0.6368
272,0.3114,0.3765,0.3121,0.8674000000000001,9052,0.638,S272_0.3114_0.3765_0.3121_0.8674_9052,R5,5731,0.6331
273,0.8955,0.0774,0.0271,0.1627,2070,0.9081,S273_0.8955_0.0774_0.0271_0.1627_2070,R1,1905,0.9203
273,0.8955,0.0774,0.0271,0.1627,2070,0.9081,S273_0.8955_0.0774_0.0271_0.1627_2070,R2,1894,0.915
273,0.8955,0.0774,0.0271,0.1627,2070,0.9081,S273_0.8955_0.0774_0.0271_0.1627_2070,R3,1893,0.9145
273,0.8955,0.0774,0.0271,0.1627,2070,0.9081,S273_0.8955_0.0774_0.0271_0.1627_2070,R4,1904,0.9198
273,0.8955,0.0774,0.0271,0.1627,2070,0.9081,S273_0.8955_0.0774_0.0271_0.1627_2070,R5,1900,0.9179
274,0.3793,0.169,0.4517,0.5911000000000001,7739,0.4792,S274_0.3793_0.169_0.4517_0.5911_7739,R1,3717,0.4803
274,0.3793,0.169,0.4517,0.5911000000000001,7739,0.4792,S274_0.3793_0.169_0.4517_0.5911_7739,R2,3691,0.4769
274,0.3793,0.169,0.4517,0.5911000000000001,7739,0.4792,S274_0.3793_0.169_0.4517_0.5911_7739,R3,3712,0.4796
274,0.3793,0.169,0.4517,0.5911000000000001,7739,0.4792,S274_0.3793_0.169_0.4517_0.5911_7739,R4,3699,0.478
274,0.3793,0.169,0.4517,0.5911000000000001,7739,0.4792,S274_0.3793_0.169_0.4517_0.5911_7739,R5,3703,0.4785
275,0.7991,0.0991,0.1018,0.2396,4912,0.8228,S275_0.7991_0.0991_0.1018_0.2396_4912,R1,4069,0.8284
275,0.7991,0.0991,0.1018,0.2396,4912,0.8228,S275_0.7991_0.0991_0.1018_0.2396_4912,R2,4083,0.8312
275,0.7991,0.0991,0.1018,0.2396,4912,0.8228,S275_0.7991_0.0991_0.1018_0.2396_4912,R3,4090,0.8327
275,0.7991,0.0991,0.1018,0.2396,4912,0.8228,S275_0.7991_0.0991_0.1018_0.2396_4912,R4,4084,0.8314
275,0.7991,0.0991,0.1018,0.2396,4912,0.8228,S275_0.7991_0.0991_0.1018_0.2396_4912,R5,4092,0.8331
276,0.8019,0.1886,0.0095,0.4822,8480,0.8928,S276_0.8019_0.1886_0.0095_0.4822_8480,R1,7547,0.89
276,0.8019,0.1886,0.0095,0.4822,8480,0.8928,S276_0.8019_0.1886_0.0095_0.4822_8480,R2,7605,0.8968
276,0.8019,0.1886,0.0095,0.4822,8480,0.8928,S276_0.8019_0.1886_0.0095_0.4822_8480,R3,7570,0.8927
276,0.8019,0.1886,0.0095,0.4822,8480,0.8928,S276_0.8019_0.1886_0.0095_0.4822_8480,R4,7581,0.894
276,0.8019,0.1886,0.0095,0.4822,8480,0.8928,S276_0.8019_0.1886_0.0095_0.4822_8480,R5,7628,0.8995
277,0.4289,0.1098,0.4613,0.7403000000000001,9422,0.5102,S277_0.4289_0.1098_0.4613_0.7403_9422,R1,4793,0.5087
277,0.4289,0.1098,0.4613,0.7403000000000001,9422,0.5102,S277_0.4289_0.1098_0.4613_0.7403_9422,R2,4788,0.5082
277,0.4289,0.1098,0.4613,0.7403000000000001,9422,0.5102,S277_0.4289_0.1098_0.4613_0.7403_9422,R3,4822,0.5118
277,0.4289,0.1098,0.4613,0.7403000000000001,9422,0.5102,S277_0.4289_0.1098_0.4613_0.7403_9422,R4,4820,0.5116
277,0.4289,0.1098,0.4613,0.7403000000000001,9422,0.5102,S277_0.4289_0.1098_0.4613_0.7403_9422,R5,4827,0.5123
278,0.5171,0.0184,0.4645,0.0275,3408,0.5176,S278_0.5171_0.0184_0.4645_0.0275_3408,R1,1794,0.5264
278,0.5171,0.0184,0.4645,0.0275,3408,0.5176,S278_0.5171_0.0184_0.4645_0.0275_3408,R2,1792,0.5258
278,0.5171,0.0184,0.4645,0.0275,3408,0.5176,S278_0.5171_0.0184_0.4645_0.0275_3408,R3,1793,0.5261
278,0.5171,0.0184,0.4645,0.0275,3408,0.5176,S278_0.5171_0.0184_0.4645_0.0275_3408,R4,1791,0.5255
278,0.5171,0.0184,0.4645,0.0275,3408,0.5176,S278_0.5171_0.0184_0.4645_0.0275_3408,R5,1792,0.5258
279,0.402,0.4166,0.1814,0.9493,9695,0.7975,S279_0.402_0.4166_0.1814_0.9493_9695,R1,7675,0.7916
279,0.402,0.4166,0.1814,0.9493,9695,0.7975,S279_0.402_0.4166_0.1814_0.9493_9695,R2,7682,0.7924
279,0.402,0.4166,0.1814,0.9493,9695,0.7975,S279_0.402_0.4166_0.1814_0.9493_9695,R3,7680,0.7922
279,0.402,0.4166,0.1814,0.9493,9695,0.7975,S279_0.402_0.4166_0.1814_0.9493_9695,R4,7704,0.7946
279,0.402,0.4166,0.1814,0.9493,9695,0.7975,S279_0.402_0.4166_0.1814_0.9493_9695,R5,7705,0.7947
280,0.4182,0.5796,0.0022,0.9358000000000001,7093,0.9606,S280_0.4182_0.5796_0.0022_0.9358_7093,R1,6784,0.9564
280,0.4182,0.5796,0.0022,0.9358000000000001,7093,0.9606,S280_0.4182_0.5796_0.0022_0.9358_7093,R2,6817,0.9611
280,0.4182,0.5796,0.0022,0.9358000000000001,7093,0.9606,S280_0.4182_0.5796_0.0022_0.9358_7093,R3,6808,0.9598
280,0.4182,0.5796,0.0022,0.9358000000000001,7093,0.9606,S280_0.4182_0.5796_0.0022_0.9358_7093,R4,6840,0.9643
280,0.4182,0.5796,0.0022,0.9358000000000001,7093,0.9606,S280_0.4182_0.5796_0.0022_0.9358_7093,R5,6825,0.9622
281,0.4721,0.4841,0.0438,0.8901,1057,0.903,S281_0.4721_0.4841_0.0438_0.8901_1057,R1,955,0.9035
281,0.4721,0.4841,0.0438,0.8901,1057,0.903,S281_0.4721_0.4841_0.0438_0.8901_1057,R2,969,0.9167
281,0.4721,0.4841,0.0438,0.8901,1057,0.903,S281_0.4721_0.4841_0.0438_0.8901_1057,R3,962,0.9101
281,0.4721,0.4841,0.0438,0.8901,1057,0.903,S281_0.4721_0.4841_0.0438_0.8901_1057,R4,961,0.9092
281,0.4721,0.4841,0.0438,0.8901,1057,0.903,S281_0.4721_0.4841_0.0438_0.8901_1057,R5,956,0.9044
282,0.4558,0.4335,0.1107,0.6004,7335,0.7161,S282_0.4558_0.4335_0.1107_0.6004_7335,R1,5203,0.7093
282,0.4558,0.4335,0.1107,0.6004,7335,0.7161,S282_0.4558_0.4335_0.1107_0.6004_7335,R2,5227,0.7126
282,0.4558,0.4335,0.1107,0.6004,7335,0.7161,S282_0.4558_0.4335_0.1107_0.6004_7335,R3,5215,0.711
282,0.4558,0.4335,0.1107,0.6004,7335,0.7161,S282_0.4558_0.4335_0.1107_0.6004_7335,R4,5178,0.7059
282,0.4558,0.4335,0.1107,0.6004,7335,0.7161,S282_0.4558_0.4335_0.1107_0.6004_7335,R5,5187,0.7072
283,0.1918,0.2442,0.5641,0.32,1441,0.2699,S283_0.1918_0.2442_0.5641_0.32_1441,R1,377,0.2616
283,0.1918,0.2442,0.5641,0.32,1441,0.2699,S283_0.1918_0.2442_0.5641_0.32_1441,R2,395,0.2741
283,0.1918,0.2442,0.5641,0.32,1441,0.2699,S283_0.1918_0.2442_0.5641_0.32_1441,R3,410,0.2845
283,0.1918,0.2442,0.5641,0.32,1441,0.2699,S283_0.1918_0.2442_0.5641_0.32_1441,R4,384,0.2665
283,0.1918,0.2442,0.5641,0.32,1441,0.2699,S283_0.1918_0.2442_0.5641_0.32_1441,R5,377,0.2616
284,0.1177,0.3576,0.5247,0.6536000000000001,1666,0.3514,S284_0.1177_0.3576_0.5247_0.6536_1666,R1,589,0.3535
284,0.1177,0.3576,0.5247,0.6536000000000001,1666,0.3514,S284_0.1177_0.3576_0.5247_0.6536_1666,R2,587,0.3523
284,0.1177,0.3576,0.5247,0.6536000000000001,1666,0.3514,S284_0.1177_0.3576_0.5247_0.6536_1666,R3,582,0.3493
284,0.1177,0.3576,0.5247,0.6536000000000001,1666,0.3514,S284_0.1177_0.3576_0.5247_0.6536_1666,R4,590,0.3541
284,0.1177,0.3576,0.5247,0.6536000000000001,1666,0.3514,S284_0.1177_0.3576_0.5247_0.6536_1666,R5,590,0.3541
285,0.207,0.3131,0.4799,0.24880000000000002,1699,0.2849,S285_0.207_0.3131_0.4799_0.2488_1699,R1,517,0.3043
285,0.207,0.3131,0.4799,0.24880000000000002,1699,0.2849,S285_0.207_0.3131_0.4799_0.2488_1699,R2,521,0.3067
285,0.207,0.3131,0.4799,0.24880000000000002,1699,0.2849,S285_0.207_0.3131_0.4799_0.2488_1699,R3,526,0.3096
285,0.207,0.3131,0.4799,0.24880000000000002,1699,0.2849,S285_0.207_0.3131_0.4799_0.2488_1699,R4,521,0.3067
285,0.207,0.3131,0.4799,0.24880000000000002,1699,0.2849,S285_0.207_0.3131_0.4799_0.2488_1699,R5,488,0.2872
286,0.0241,0.3664,0.6094,0.8425,9755,0.3328,S286_0.0241_0.3664_0.6094_0.8425_9755,R1,3235,0.3316
286,0.0241,0.3664,0.6094,0.8425,9755,0.3328,S286_0.0241_0.3664_0.6094_0.8425_9755,R2,3249,0.3331
286,0.0241,0.3664,0.6094,0.8425,9755,0.3328,S286_0.0241_0.3664_0.6094_0.8425_9755,R3,3263,0.3345
286,0.0241,0.3664,0.6094,0.8425,9755,0.3328,S286_0.0241_0.3664_0.6094_0.8425_9755,R4,3244,0.3325
286,0.0241,0.3664,0.6094,0.8425,9755,0.3328,S286_0.0241_0.3664_0.6094_0.8425_9755,R5,3245,0.3326
287,0.185,0.3985,0.4164,0.9551000000000001,1908,0.5656,S287_0.185_0.3985_0.4164_0.9551_1908,R1,1117,0.5854
287,0.185,0.3985,0.4164,0.9551000000000001,1908,0.5656,S287_0.185_0.3985_0.4164_0.9551_1908,R2,1129,0.5917
287,0.185,0.3985,0.4164,0.9551000000000001,1908,0.5656,S287_0.185_0.3985_0.4164_0.9551_1908,R3,1136,0.5954
287,0.185,0.3985,0.4164,0.9551000000000001,1908,0.5656,S287_0.185_0.3985_0.4164_0.9551_1908,R4,1129,0.5917
287,0.185,0.3985,0.4164,0.9551000000000001,1908,0.5656,S287_0.185_0.3985_0.4164_0.9551_1908,R5,1124,0.5891
288,0.5719,0.2521,0.176,0.4546,4717,0.6865,S288_0.5719_0.2521_0.176_0.4546_4717,R1,3202,0.6788
288,0.5719,0.2521,0.176,0.4546,4717,0.6865,S288_0.5719_0.2521_0.176_0.4546_4717,R2,3173,0.6727
288,0.5719,0.2521,0.176,0.4546,4717,0.6865,S288_0.5719_0.2521_0.176_0.4546_4717,R3,3218,0.6822
288,0.5719,0.2521,0.176,0.4546,4717,0.6865,S288_0.5719_0.2521_0.176_0.4546_4717,R4,3232,0.6852
288,0.5719,0.2521,0.176,0.4546,4717,0.6865,S288_0.5719_0.2521_0.176_0.4546_4717,R5,3220,0.6826
289,0.2584,0.6922,0.0495,0.9386,9831,0.9081,S289_0.2584_0.6922_0.0495_0.9386_9831,R1,8939,0.9093
289,0.2584,0.6922,0.0495,0.9386,9831,0.9081,S289_0.2584_0.6922_0.0495_0.9386_9831,R2,8920,0.9073
289,0.2584,0.6922,0.0495,0.9386,9831,0.9081,S289_0.2584_0.6922_0.0495_0.9386_9831,R3,8955,0.9109
289,0.2584,0.6922,0.0495,0.9386,9831,0.9081,S289_0.2584_0.6922_0.0495_0.9386_9831,R4,8923,0.9076
289,0.2584,0.6922,0.0495,0.9386,9831,0.9081,S289_0.2584_0.6922_0.0495_0.9386_9831,R5,8943,0.9097
290,0.1813,0.4818,0.3369,0.1824,1247,0.2692,S290_0.1813_0.4818_0.3369_0.1824_1247,R1,326,0.2614
290,0.1813,0.4818,0.3369,0.1824,1247,0.2692,S290_0.1813_0.4818_0.3369_0.1824_1247,R2,345,0.2767
290,0.1813,0.4818,0.3369,0.1824,1247,0.2692,S290_0.1813_0.4818_0.3369_0.1824_1247,R3,328,0.263
290,0.1813,0.4818,0.3369,0.1824,1247,0.2692,S290_0.1813_0.4818_0.3369_0.1824_1247,R4,336,0.2694
290,0.1813,0.4818,0.3369,0.1824,1247,0.2692,S290_0.1813_0.4818_0.3369_0.1824_1247,R5,332,0.2662
291,0.4776,0.5111,0.0113,0.5849,8606,0.7765,S291_0.4776_0.5111_0.0113_0.5849_8606,R1,6738,0.7829
291,0.4776,0.5111,0.0113,0.5849,8606,0.7765,S291_0.4776_0.5111_0.0113_0.5849_8606,R2,6741,0.7833
291,0.4776,0.5111,0.0113,0.5849,8606,0.7765,S291_0.4776_0.5111_0.0113_0.5849_8606,R3,6675,0.7756
291,0.4776,0.5111,0.0113,0.5849,8606,0.7765,S291_0.4776_0.5111_0.0113_0.5849_8606,R4,6776,0.7874
291,0.4776,0.5111,0.0113,0.5849,8606,0.7765,S291_0.4776_0.5111_0.0113_0.5849_8606,R5,6704,0.779
292,0.4345,0.2114,0.3541,0.3995,6793,0.519,S292_0.4345_0.2114_0.3541_0.3995_6793,R1,3505,0.516
292,0.4345,0.2114,0.3541,0.3995,6793,0.519,S292_0.4345_0.2114_0.3541_0.3995_6793,R2,3508,0.5164
292,0.4345,0.2114,0.3541,0.3995,6793,0.519,S292_0.4345_0.2114_0.3541_0.3995_6793,R3,3545,0.5219
292,0.4345,0.2114,0.3541,0.3995,6793,0.519,S292_0.4345_0.2114_0.3541_0.3995_6793,R4,3544,0.5217
292,0.4345,0.2114,0.3541,0.3995,6793,0.519,S292_0.4345_0.2114_0.3541_0.3995_6793,R5,3496,0.5146
293,0.0781,0.3133,0.6086,0.9555,5107,0.3775,S293_0.0781_0.3133_0.6086_0.9555_5107,R1,1955,0.3828
293,0.0781,0.3133,0.6086,0.9555,5107,0.3775,S293_0.0781_0.3133_0.6086_0.9555_5107,R2,1954,0.3826
293,0.0781,0.3133,0.6086,0.9555,5107,0.3775,S293_0.0781_0.3133_0.6086_0.9555_5107,R3,1978,0.3873
293,0.0781,0.3133,0.6086,0.9555,5107,0.3775,S293_0.0781_0.3133_0.6086_0.9555_5107,R4,1963,0.3844
293,0.0781,0.3133,0.6086,0.9555,5107,0.3775,S293_0.0781_0.3133_0.6086_0.9555_5107,R5,1966,0.385
294,0.2563,0.407,0.3368,0.1535,8650,0.3188,S294_0.2563_0.407_0.3368_0.1535_8650,R1,2840,0.3283
294,0.2563,0.407,0.3368,0.1535,8650,0.3188,S294_0.2563_0.407_0.3368_0.1535_8650,R2,2820,0.326
294,0.2563,0.407,0.3368,0.1535,8650,0.3188,S294_0.2563_0.407_0.3368_0.1535_8650,R3,2848,0.3292
294,0.2563,0.407,0.3368,0.1535,8650,0.3188,S294_0.2563_0.407_0.3368_0.1535_8650,R4,2816,0.3255
294,0.2563,0.407,0.3368,0.1535,8650,0.3188,S294_0.2563_0.407_0.3368_0.1535_8650,R5,2833,0.3275
295,0.2686,0.3382,0.3932,0.4968,8532,0.4366,S295_0.2686_0.3382_0.3932_0.4968_8532,R1,3712,0.4351
295,0.2686,0.3382,0.3932,0.4968,8532,0.4366,S295_0.2686_0.3382_0.3932_0.4968_8532,R2,3728,0.4369
295,0.2686,0.3382,0.3932,0.4968,8532,0.4366,S295_0.2686_0.3382_0.3932_0.4968_8532,R3,3707,0.4345
295,0.2686,0.3382,0.3932,0.4968,8532,0.4366,S295_0.2686_0.3382_0.3932_0.4968_8532,R4,3734,0.4376
295,0.2686,0.3382,0.3932,0.4968,8532,0.4366,S295_0.2686_0.3382_0.3932_0.4968_8532,R5,3756,0.4402
296,0.3615,0.4239,0.2146,0.743,5228,0.6765,S296_0.3615_0.4239_0.2146_0.743_5228,R1,3499,0.6693
296,0.3615,0.4239,0.2146,0.743,5228,0.6765,S296_0.3615_0.4239_0.2146_0.743_5228,R2,3477,0.6651
296,0.3615,0.4239,0.2146,0.743,5228,0.6765,S296_0.3615_0.4239_0.2146_0.743_5228,R3,3475,0.6647
296,0.3615,0.4239,0.2146,0.743,5228,0.6765,S296_0.3615_0.4239_0.2146_0.743_5228,R4,3466,0.663
296,0.3615,0.4239,0.2146,0.743,5228,0.6765,S296_0.3615_0.4239_0.2146_0.743_5228,R5,3448,0.6595
297,0.4331,0.421,0.1459,0.20670000000000002,9894,0.5201,S297_0.4331_0.421_0.1459_0.2067_9894,R1,5057,0.5111
297,0.4331,0.421,0.1459,0.20670000000000002,9894,0.5201,S297_0.4331_0.421_0.1459_0.2067_9894,R2,5062,0.5116
297,0.4331,0.421,0.1459,0.20670000000000002,9894,0.5201,S297_0.4331_0.421_0.1459_0.2067_9894,R3,5059,0.5113
297,0.4331,0.421,0.1459,0.20670000000000002,9894,0.5201,S297_0.4331_0.421_0.1459_0.2067_9894,R4,5072,0.5126
297,0.4331,0.421,0.1459,0.20670000000000002,9894,0.5201,S297_0.4331_0.421_0.1459_0.2067_9894,R5,5047,0.5101
298,0.3106,0.4329,0.2565,0.4056,5916,0.4862,S298_0.3106_0.4329_0.2565_0.4056_5916,R1,2872,0.4855
298,0.3106,0.4329,0.2565,0.4056,5916,0.4862,S298_0.3106_0.4329_0.2565_0.4056_5916,R2,2865,0.4843
298,0.3106,0.4329,0.2565,0.4056,5916,0.4862,S298_0.3106_0.4329_0.2565_0.4056_5916,R3,2907,0.4914
298,0.3106,0.4329,0.2565,0.4056,5916,0.4862,S298_0.3106_0.4329_0.2565_0.4056_5916,R4,2920,0.4936
298,0.3106,0.4329,0.2565,0.4056,5916,0.4862,S298_0.3106_0.4329_0.2565_0.4056_5916,R5,2919,0.4934
299,0.2266,0.542,0.2313,0.4798,7642,0.4867,S299_0.2266_0.542_0.2313_0.4798_7642,R1,3708,0.4852
299,0.2266,0.542,0.2313,0.4798,7642,0.4867,S299_0.2266_0.542_0.2313_0.4798_7642,R2,3712,0.4857
299,0.2266,0.542,0.2313,0.4798,7642,0.4867,S299_0.2266_0.542_0.2313_0.4798_7642,R3,3699,0.484
299,0.2266,0.542,0.2313,0.4798,7642,0.4867,S299_0.2266_0.542_0.2313_0.4798_7642,R4,3678,0.4813
299,0.2266,0.542,0.2313,0.4798,7642,0.4867,S299_0.2266_0.542_0.2313_0.4798_7642,R5,3678,0.4813
300,0.0478,0.481,0.4712,0.45020000000000004,8722,0.2643,S300_0.0478_0.481_0.4712_0.4502_8722,R1,2333,0.2675
300,0.0478,0.481,0.4712,0.45020000000000004,8722,0.2643,S300_0.0478_0.481_0.4712_0.4502_8722,R2,2324,0.2665
300,0.0478,0.481,0.4712,0.45020000000000004,8722,0.2643,S300_0.0478_0.481_0.4712_0.4502_8722,R3,2351,0.2695
300,0.0478,0.481,0.4712,0.45020000000000004,8722,0.2643,S300_0.0478_0.481_0.4712_0.4502_8722,R4,2285,0.262
300,0.0478,0.481,0.4712,0.45020000000000004,8722,0.2643,S300_0.0478_0.481_0.4712_0.4502_8722,R5,2337,0.2679
301,0.1801,0.0691,0.7508,0.5319,9659,0.2169,S301_0.1801_0.0691_0.7508_0.5319_9659,R1,2034,0.2106
301,0.1801,0.0691,0.7508,0.5319,9659,0.2169,S301_0.1801_0.0691_0.7508_0.5319_9659,R2,2042,0.2114
301,0.1801,0.0691,0.7508,0.5319,9659,0.2169,S301_0.1801_0.0691_0.7508_0.5319_9659,R3,2062,0.2135
301,0.1801,0.0691,0.7508,0.5319,9659,0.2169,S301_0.1801_0.0691_0.7508_0.5319_9659,R4,2038,0.211
301,0.1801,0.0691,0.7508,0.5319,9659,0.2169,S301_0.1801_0.0691_0.7508_0.5319_9659,R5,2062,0.2135
302,0.0076,0.3725,0.6199,0.373,5454,0.1465,S302_0.0076_0.3725_0.6199_0.373_5454,R1,789,0.1447
